origin,destination,distance_km,duration_min,time_of_day,hour,weather,day_type,traffic,service_type,price
Paradise Circle,Begumpet,4.55,13,Morning,6,Clear,Weekday,Light,Standard,93
KPHB,Banjara Hills,12.48,55,Morning,11,Rainy,Weekend,Heavy,Economy,347
Koti,Botanical Garden,15.68,43,Afternoon,16,Clear,Weekday,Moderate,Economy,250
Begumpet,Inorbit Mall,10.39,23,Afternoon,14,Rainy,Weekday,Light,Premium,296
Kukatpally,KPHB,2.68,11,Afternoon,14,Clear,Weekday,Moderate,Economy,71
Madhapur,Jubilee Hills,4.02,12,Night,4,Cloudy,Weekday,Light,Premium,146
LB Nagar,Uppal,8.57,26,Morning,5,Clear,Weekday,Moderate,Standard,180
Hitech City,Secunderabad,16.87,34,Morning,7,Clear,Weekend,Light,Standard,339
Inorbit Mall,Charminar,16.08,44,Night,3,Clear,Weekday,Moderate,Standard,367
Mehdipatnam,Secunderabad,10.29,46,Evening,18,Clear,Weekday,Heavy,Economy,301
Film Nagar,Lingampally,18.11,77,Afternoon,15,Clear,Weekend,Heavy,Economy,413
Film Nagar,Lingampally,18.11,36,Afternoon,13,Cloudy,Weekday,Light,Premium,377
Financial District,Film Nagar,10.21,30,Afternoon,12,Clear,Weekend,Moderate,Premium,290
Lakdikapul,Banjara Hills,3.58,14,Morning,6,Clear,Weekend,Moderate,Standard,108
Botanical Garden,Lakdikapul,11.0,24,Afternoon,15,Rainy,Weekday,Light,Premium,304
Inorbit Mall,Miyapur,9.91,29,Afternoon,14,Clear,Weekday,Moderate,Economy,175
Film Nagar,Botanical Garden,6.93,33,Morning,8,Cloudy,Weekday,Heavy,Standard,251
Koti,Inorbit Mall,14.79,40,Afternoon,12,Clear,Weekday,Moderate,Premium,386
Shamshabad Airport,Film Nagar,24.66,64,Evening,19,Clear,Weekend,Moderate,Economy,549
Banjara Hills,Film Nagar,2.05,9,Night,23,Clear,Weekday,Light,Premium,96
Begumpet,Banjara Hills,5.94,15,Morning,11,Clear,Weekend,Light,Economy,109
Dilsukhnagar,LB Nagar,5.27,26,Evening,19,Clear,Weekday,Heavy,Premium,257
Lakdikapul,Financial District,15.35,31,Evening,18,Clear,Holiday,Light,Premium,493
Hitech City,Secunderabad,16.87,72,Evening,18,Clear,Weekend,Heavy,Premium,748
Hitech City,Secunderabad,16.87,45,Afternoon,16,Rainy,Weekend,Moderate,Premium,581
Begumpet,KPHB,12.01,26,Morning,9,Thunderstorm,Weekend,Light,Premium,503
Begumpet,Film Nagar,7.87,18,Afternoon,16,Thunderstorm,Weekday,Light,Standard,192
Lingampally,Botanical Garden,11.84,52,Morning,8,Clear,Weekend,Heavy,Premium,495
Dilsukhnagar,Madhapur,21.56,57,Afternoon,12,Rainy,Weekend,Moderate,Economy,458
Botanical Garden,Dilsukhnagar,21.9,93,Morning,7,Cloudy,Weekday,Heavy,Standard,635
Charminar,Tank Bund,8.96,41,Evening,17,Cloudy,Weekday,Heavy,Premium,396
Kukatpally,Tank Bund,12.6,55,Morning,11,Thunderstorm,Weekend,Heavy,Economy,393
Abids,Financial District,18.48,49,Night,0,Clear,Weekday,Moderate,Standard,397
Kukatpally,Mehdipatnam,13.72,38,Morning,9,Clear,Weekend,Moderate,Economy,289
Inorbit Mall,Gachibowli,5.32,26,Morning,9,Cloudy,Weekday,Heavy,Premium,252
Secunderabad,Shamshabad Airport,30.38,78,Afternoon,16,Clear,Weekday,Moderate,Premium,672
Miyapur,Dilsukhnagar,28.52,119,Evening,19,Clear,Weekday,Heavy,Economy,737
Miyapur,Paradise Circle,19.03,81,Evening,18,Clear,Weekday,Heavy,Economy,488
Banjara Hills,Uppal,17.67,47,Morning,6,Cloudy,Weekday,Moderate,Economy,287
Lingampally,Jubilee Hills,15.83,68,Evening,18,Rainy,Weekday,Heavy,Economy,502
Koti,Lingampally,27.39,71,Night,3,Cloudy,Weekday,Moderate,Economy,554
Golconda Fort,Kukatpally,14.72,40,Afternoon,12,Clear,Weekday,Moderate,Standard,293
Mehdipatnam,Dilsukhnagar,12.21,54,Morning,8,Clear,Weekday,Heavy,Standard,342
Mehdipatnam,Banjara Hills,3.27,11,Afternoon,12,Clear,Weekday,Light,Standard,80
Golconda Fort,Financial District,9.17,27,Afternoon,16,Cloudy,Weekend,Moderate,Premium,302
Dilsukhnagar,Miyapur,28.52,54,Morning,5,Clear,Weekday,Light,Economy,356
Hitech City,Lakdikapul,12.41,26,Afternoon,13,Clear,Weekday,Light,Premium,270
Jubilee Hills,Uppal,21.06,41,Afternoon,16,Cloudy,Weekday,Light,Premium,429
Jubilee Hills,Ameerpet,5.71,19,Morning,5,Clear,Weekday,Moderate,Standard,135
Jubilee Hills,Inorbit Mall,3.19,13,Night,23,Rainy,Weekday,Moderate,Standard,141
Ameerpet,Shamshabad Airport,28.56,119,Morning,7,Clear,Weekday,Heavy,Premium,1005
Lingampally,Dilsukhnagar,33.72,86,Afternoon,13,Clear,Weekday,Moderate,Standard,626
Lakdikapul,Dilsukhnagar,11.01,24,Afternoon,12,Cloudy,Weekday,Light,Economy,158
LB Nagar,Botanical Garden,27.16,52,Morning,6,Clear,Weekday,Light,Economy,353
Begumpet,Madhapur,9.64,22,Evening,20,Clear,Weekday,Light,Standard,169
Kukatpally,Lingampally,12.75,27,Evening,19,Clear,Holiday,Light,Standard,338
Ameerpet,Film Nagar,5.57,18,Afternoon,15,Clear,Weekend,Moderate,Economy,120
Botanical Garden,Shamshabad Airport,31.05,58,Afternoon,14,Rainy,Holiday,Light,Premium,963
Gachibowli,Shamshabad Airport,30.94,58,Night,21,Light Rain,Weekend,Light,Premium,754
Hitech City,KPHB,6.96,22,Afternoon,16,Rainy,Weekend,Moderate,Standard,204
Jubilee Hills,Begumpet,8.09,24,Morning,10,Cloudy,Weekday,Moderate,Premium,230
Kukatpally,Film Nagar,10.81,31,Morning,5,Clear,Weekday,Moderate,Economy,179
Dilsukhnagar,Botanical Garden,21.9,43,Night,23,Clear,Weekday,Light,Economy,347
Banjara Hills,Jubilee Hills,3.49,11,Evening,20,Clear,Weekend,Light,Premium,120
Shamshabad Airport,Jubilee Hills,26.72,51,Evening,18,Cloudy,Weekend,Light,Economy,530
Ameerpet,Secunderabad,7.21,34,Night,3,Thunderstorm,Weekday,Heavy,Premium,430
Lakdikapul,Tank Bund,3.93,12,Morning,11,Cloudy,Weekday,Light,Standard,97
Kukatpally,Secunderabad,13.95,29,Morning,11,Clear,Weekday,Light,Economy,194
Uppal,Paradise Circle,10.23,23,Afternoon,14,Rainy,Weekday,Light,Economy,194
Banjara Hills,Uppal,17.67,76,Evening,18,Clear,Weekday,Heavy,Premium,710
Gachibowli,Financial District,3.81,14,Afternoon,12,Clear,Weekend,Moderate,Economy,97
Botanical Garden,Financial District,8.68,20,Morning,5,Cloudy,Weekday,Light,Premium,200
Tank Bund,Koti,6.0,29,Evening,17,Clear,Weekday,Heavy,Premium,298
Financial District,Shamshabad Airport,27.83,72,Evening,19,Clear,Weekday,Moderate,Premium,833
Dilsukhnagar,Jubilee Hills,18.07,48,Night,22,Clear,Weekday,Moderate,Premium,507
Mehdipatnam,LB Nagar,17.26,46,Night,2,Rainy,Weekday,Moderate,Economy,414
Jubilee Hills,Film Nagar,2.37,14,Morning,8,Cloudy,Weekday,Heavy,Economy,101
Ameerpet,Botanical Garden,7.77,18,Morning,6,Clear,Weekend,Light,Economy,128
Botanical Garden,Film Nagar,6.93,22,Night,3,Clear,Weekday,Moderate,Economy,153
Film Nagar,KPHB,12.47,26,Afternoon,16,Clear,Weekday,Light,Standard,206
Film Nagar,Paradise Circle,11.63,52,Evening,18,Rainy,Weekday,Heavy,Premium,584
Tank Bund,Begumpet,3.41,13,Afternoon,13,Clear,Weekday,Moderate,Economy,85
Uppal,Banjara Hills,17.67,47,Evening,20,Thunderstorm,Weekend,Moderate,Standard,518
Lakdikapul,Dilsukhnagar,11.01,24,Afternoon,16,Clear,Weekday,Light,Premium,250
Tank Bund,Shamshabad Airport,27.2,114,Morning,8,Clear,Weekday,Heavy,Economy,604
Begumpet,Hitech City,11.81,25,Morning,11,Clear,Weekday,Light,Economy,161
Tank Bund,Koti,6.0,19,Morning,9,Rainy,Weekend,Moderate,Premium,304
Koti,Charminar,3.07,10,Evening,18,Clear,Holiday,Light,Economy,110
Botanical Garden,Kukatpally,5.28,14,Morning,5,Clear,Weekend,Light,Economy,99
Shamshabad Airport,Inorbit Mall,28.74,74,Afternoon,14,Rainy,Weekday,Moderate,Premium,840
Uppal,Gachibowli,29.34,75,Morning,8,Light Rain,Weekday,Moderate,Standard,695
Paradise Circle,Golconda Fort,15.43,31,Morning,11,Clear,Weekday,Light,Standard,250
Banjara Hills,Madhapur,7.09,33,Morning,8,Cloudy,Weekday,Heavy,Standard,237
Jubilee Hills,Hitech City,5.45,27,Morning,6,Clear,Weekday,Heavy,Standard,151
Jubilee Hills,Gachibowli,8.36,38,Morning,10,Rainy,Weekday,Heavy,Premium,358
Hitech City,LB Nagar,28.63,120,Morning,10,Clear,Weekday,Heavy,Standard,616
Inorbit Mall,Dilsukhnagar,21.25,56,Morning,9,Clear,Weekend,Moderate,Premium,694
Ameerpet,Golconda Fort,9.96,22,Night,0,Clear,Weekday,Light,Premium,273
Film Nagar,Dilsukhnagar,16.03,43,Evening,19,Clear,Weekday,Moderate,Standard,388
Kukatpally,KPHB,2.68,10,Afternoon,12,Clear,Weekday,Light,Standard,75
Shamshabad Airport,Begumpet,29.81,56,Morning,10,Clear,Weekend,Light,Premium,636
Lakdikapul,Golconda Fort,7.88,24,Afternoon,13,Rainy,Weekend,Moderate,Economy,201
Golconda Fort,Hitech City,9.88,45,Evening,19,Cloudy,Weekday,Heavy,Standard,335
Financial District,Kukatpally,13.65,38,Morning,11,Cloudy,Weekday,Moderate,Premium,356
Financial District,Botanical Garden,8.68,26,Morning,7,Clear,Weekday,Moderate,Economy,183
Koti,Banjara Hills,8.2,19,Morning,11,Clear,Weekday,Light,Standard,141
Golconda Fort,Miyapur,17.62,75,Evening,17,Cloudy,Weekday,Heavy,Premium,694
Lakdikapul,Mehdipatnam,2.28,14,Afternoon,13,Clear,Weekend,Heavy,Premium,130
Secunderabad,Jubilee Hills,12.79,27,Afternoon,15,Clear,Weekday,Light,Standard,219
Tank Bund,Lingampally,23.78,62,Afternoon,12,Thunderstorm,Weekday,Moderate,Premium,818
Botanical Garden,Dilsukhnagar,21.9,43,Morning,8,Clear,Weekend,Light,Economy,377
Film Nagar,Lakdikapul,5.17,14,Night,0,Cloudy,Weekday,Light,Economy,109
LB Nagar,Mehdipatnam,17.26,46,Evening,19,Rainy,Weekday,Moderate,Premium,668
Charminar,Madhapur,16.88,73,Night,4,Clear,Weekday,Heavy,Economy,410
Ameerpet,Uppal,16.17,70,Evening,17,Clear,Weekday,Heavy,Standard,482
Tank Bund,Lingampally,23.78,100,Evening,19,Clear,Weekday,Heavy,Economy,574
Madhapur,Botanical Garden,0.64,7,Afternoon,16,Rainy,Weekend,Moderate,Economy,60
Hitech City,Shamshabad Airport,30.82,79,Afternoon,15,Clear,Weekday,Moderate,Standard,535
Golconda Fort,Uppal,21.97,58,Night,0,Clear,Weekend,Moderate,Premium,718
KPHB,Paradise Circle,16.07,33,Morning,8,Clear,Weekend,Light,Premium,438
Miyapur,Charminar,24.75,47,Morning,10,Cloudy,Weekday,Light,Premium,530
Botanical Garden,Kukatpally,5.28,14,Night,21,Rainy,Weekday,Light,Premium,179
Paradise Circle,Golconda Fort,15.43,42,Night,4,Clear,Weekend,Moderate,Premium,517
Golconda Fort,Paradise Circle,15.43,42,Night,4,Cloudy,Weekday,Moderate,Economy,327
Golconda Fort,Gachibowli,10.92,31,Evening,17,Clear,Weekend,Moderate,Economy,276
Madhapur,Inorbit Mall,1.96,10,Evening,17,Clear,Weekend,Moderate,Premium,138
Golconda Fort,Begumpet,12.15,54,Evening,17,Cloudy,Weekday,Heavy,Economy,360
Miyapur,Koti,22.74,60,Evening,17,Clear,Weekend,Moderate,Economy,512
Kukatpally,Charminar,20.01,53,Morning,7,Cloudy,Weekday,Moderate,Standard,448
Shamshabad Airport,KPHB,36.94,68,Morning,11,Light Rain,Weekday,Light,Premium,812
Begumpet,Banjara Hills,5.94,19,Afternoon,15,Clear,Weekday,Moderate,Premium,174
Dilsukhnagar,Mehdipatnam,12.21,26,Afternoon,16,Cloudy,Weekend,Light,Economy,190
Paradise Circle,KPHB,16.07,33,Morning,6,Rainy,Weekday,Light,Premium,432
Secunderabad,Botanical Garden,14.76,64,Evening,18,Clear,Weekday,Heavy,Premium,610
Kukatpally,Charminar,20.01,53,Evening,18,Clear,Weekday,Moderate,Premium,602
Inorbit Mall,Mehdipatnam,9.37,21,Night,0,Clear,Weekday,Light,Premium,266
Inorbit Mall,Miyapur,9.91,29,Evening,18,Clear,Weekday,Moderate,Standard,253
Lakdikapul,Shamshabad Airport,23.92,46,Afternoon,16,Clear,Weekday,Light,Economy,322
Miyapur,Mehdipatnam,18.14,49,Morning,10,Rainy,Weekend,Moderate,Economy,384
Paradise Circle,Uppal,10.23,23,Afternoon,14,Cloudy,Weekday,Light,Premium,233
Miyapur,KPHB,2.97,12,Afternoon,12,Clear,Weekend,Moderate,Economy,88
Shamshabad Airport,Golconda Fort,21.04,41,Afternoon,16,Cloudy,Weekday,Light,Premium,450
Botanical Garden,Ameerpet,7.77,18,Morning,5,Cloudy,Weekend,Light,Standard,158
Dilsukhnagar,Shamshabad Airport,22.77,60,Afternoon,16,Clear,Weekday,Moderate,Premium,549
Abids,KPHB,18.53,79,Afternoon,12,Cloudy,Weekday,Heavy,Standard,470
Secunderabad,Shamshabad Airport,30.38,127,Morning,8,Clear,Weekday,Heavy,Economy,660
Kukatpally,Inorbit Mall,7.81,24,Morning,5,Cloudy,Weekend,Moderate,Economy,162
Inorbit Mall,Abids,13.58,28,Afternoon,16,Cloudy,Weekend,Light,Economy,211
Mehdipatnam,Shamshabad Airport,22.4,43,Afternoon,15,Clear,Weekend,Light,Premium,481
Miyapur,Lakdikapul,18.11,36,Morning,10,Cloudy,Weekday,Light,Premium,398
KPHB,Inorbit Mall,8.45,25,Morning,7,Clear,Weekday,Moderate,Premium,270
Secunderabad,Financial District,21.72,42,Night,21,Clear,Weekend,Light,Standard,359
Lakdikapul,Mehdipatnam,2.28,10,Morning,8,Clear,Weekday,Moderate,Premium,125
Shamshabad Airport,Begumpet,29.81,124,Evening,19,Clear,Weekday,Heavy,Standard,870
Secunderabad,Madhapur,14.7,40,Evening,18,Clear,Weekday,Moderate,Economy,325
Koti,Mehdipatnam,5.62,27,Evening,18,Rainy,Weekday,Heavy,Premium,344
KPHB,Kukatpally,2.68,10,Afternoon,16,Clear,Weekday,Light,Standard,74
Inorbit Mall,Miyapur,9.91,29,Afternoon,12,Clear,Weekday,Moderate,Premium,263
Uppal,Tank Bund,11.98,53,Morning,6,Clear,Weekday,Heavy,Economy,260
Secunderabad,Madhapur,14.7,30,Afternoon,14,Clear,Weekday,Light,Economy,202
Lingampally,Golconda Fort,19.48,38,Morning,6,Clear,Weekday,Light,Standard,292
Uppal,Koti,11.48,33,Afternoon,15,Clear,Weekday,Moderate,Standard,225
Banjara Hills,Golconda Fort,6.22,30,Morning,9,Clear,Weekday,Heavy,Premium,260
Miyapur,Inorbit Mall,9.91,29,Afternoon,13,Cloudy,Weekday,Moderate,Economy,174
Film Nagar,Koti,9.48,28,Morning,8,Clear,Weekday,Moderate,Premium,322
Charminar,Kukatpally,20.01,85,Morning,7,Thunderstorm,Weekday,Heavy,Premium,1035
Gachibowli,Koti,19.8,53,Morning,11,Light Rain,Weekend,Moderate,Economy,410
LB Nagar,Dilsukhnagar,5.27,26,Evening,17,Rainy,Weekday,Heavy,Premium,326
Miyapur,Lakdikapul,18.11,77,Afternoon,15,Thunderstorm,Weekend,Heavy,Premium,870
Gachibowli,Film Nagar,10.32,46,Morning,7,Rainy,Weekday,Heavy,Standard,381
KPHB,Hitech City,6.96,22,Afternoon,15,Clear,Weekday,Moderate,Standard,151
Miyapur,Dilsukhnagar,28.52,119,Evening,18,Clear,Weekday,Heavy,Economy,700
Film Nagar,Banjara Hills,2.05,9,Morning,11,Rainy,Weekday,Light,Premium,105
Film Nagar,Begumpet,7.87,36,Afternoon,16,Cloudy,Weekend,Heavy,Standard,247
Film Nagar,LB Nagar,21.15,90,Morning,9,Clear,Weekday,Heavy,Premium,753
Financial District,Banjara Hills,12.11,53,Morning,6,Cloudy,Weekday,Heavy,Standard,313
Jubilee Hills,Madhapur,4.02,12,Morning,5,Clear,Weekday,Light,Economy,80
Gachibowli,Jubilee Hills,8.36,25,Morning,8,Clear,Weekend,Moderate,Premium,309
Lakdikapul,Secunderabad,8.02,24,Morning,6,Cloudy,Weekday,Moderate,Premium,230
Gachibowli,Lakdikapul,15.39,67,Evening,19,Cloudy,Weekday,Heavy,Economy,415
Gachibowli,Jubilee Hills,8.36,38,Morning,9,Cloudy,Weekday,Heavy,Standard,277
Abids,Inorbit Mall,13.58,38,Morning,8,Clear,Weekday,Moderate,Economy,272
LB Nagar,Film Nagar,21.15,90,Morning,7,Rainy,Weekday,Heavy,Premium,950
Kukatpally,Tank Bund,12.6,35,Afternoon,14,Clear,Weekday,Moderate,Economy,203
Koti,Secunderabad,8.72,20,Morning,6,Clear,Weekday,Light,Premium,205
LB Nagar,Lingampally,38.96,161,Morning,6,Rainy,Weekday,Heavy,Standard,1104
Ameerpet,Madhapur,7.61,18,Night,21,Clear,Weekday,Light,Premium,185
Dilsukhnagar,Kukatpally,23.17,61,Night,22,Clear,Weekday,Moderate,Standard,522
Begumpet,Banjara Hills,5.94,19,Morning,9,Cloudy,Weekday,Moderate,Economy,142
Uppal,Charminar,13.22,58,Evening,19,Clear,Weekday,Heavy,Economy,364
Film Nagar,Dilsukhnagar,16.03,69,Morning,7,Rainy,Weekday,Heavy,Premium,746
Secunderabad,Inorbit Mall,15.35,42,Morning,11,Rainy,Weekend,Moderate,Economy,352
Madhapur,Lingampally,12.16,26,Morning,6,Cloudy,Weekday,Light,Premium,272
Financial District,Uppal,29.75,124,Night,4,Clear,Weekend,Heavy,Economy,741
Begumpet,Inorbit Mall,10.39,23,Afternoon,13,Clear,Weekday,Light,Standard,169
Jubilee Hills,Charminar,12.96,57,Morning,7,Cloudy,Weekday,Heavy,Premium,541
Ameerpet,Madhapur,7.61,23,Morning,7,Cloudy,Weekend,Moderate,Premium,303
Mehdipatnam,Begumpet,7.71,36,Afternoon,13,Clear,Weekend,Heavy,Economy,186
Begumpet,Botanical Garden,9.69,28,Evening,18,Clear,Weekend,Moderate,Standard,296
Ameerpet,Secunderabad,7.21,34,Evening,19,Thunderstorm,Weekday,Heavy,Premium,473
Jubilee Hills,Shamshabad Airport,26.72,112,Evening,17,Clear,Weekend,Heavy,Premium,1106
LB Nagar,Charminar,11.28,32,Night,23,Rainy,Weekday,Moderate,Economy,279
Ameerpet,Lakdikapul,4.9,25,Morning,5,Clear,Weekday,Heavy,Standard,152
Lingampally,Botanical Garden,11.84,25,Morning,11,Cloudy,Weekday,Light,Economy,169
Botanical Garden,Charminar,17.36,47,Morning,6,Clear,Weekday,Moderate,Premium,446
Koti,Film Nagar,9.48,28,Morning,7,Cloudy,Weekday,Moderate,Economy,201
Tank Bund,Shamshabad Airport,27.2,70,Evening,18,Cloudy,Weekend,Moderate,Standard,718
KPHB,Charminar,22.23,43,Afternoon,14,Clear,Weekday,Light,Premium,452
Abids,Lakdikapul,3.35,18,Afternoon,13,Rainy,Weekend,Heavy,Economy,130
Kukatpally,Secunderabad,13.95,29,Morning,5,Clear,Weekday,Light,Standard,221
Mehdipatnam,Madhapur,10.15,22,Night,4,Clear,Weekday,Light,Premium,272
Lingampally,Mehdipatnam,22.05,93,Morning,7,Thunderstorm,Weekday,Heavy,Standard,834
Dilsukhnagar,Uppal,7.09,33,Morning,7,Clear,Weekday,Heavy,Standard,225
Jubilee Hills,Koti,11.6,51,Morning,9,Clear,Weekday,Heavy,Premium,463
Botanical Garden,Paradise Circle,14.24,39,Afternoon,16,Clear,Weekday,Moderate,Standard,272
Jubilee Hills,Lingampally,15.83,68,Morning,5,Clear,Holiday,Heavy,Premium,627
Botanical Garden,Miyapur,7.72,36,Evening,19,Rainy,Weekday,Heavy,Economy,283
Uppal,Film Nagar,19.54,38,Morning,7,Clear,Weekend,Light,Standard,410
Abids,Tank Bund,4.43,23,Morning,8,Clear,Weekday,Heavy,Premium,221
Gachibowli,LB Nagar,31.47,81,Evening,19,Clear,Weekend,Moderate,Premium,1080
Mehdipatnam,Golconda Fort,5.69,15,Afternoon,14,Clear,Weekday,Light,Economy,94
Mehdipatnam,LB Nagar,17.26,46,Morning,7,Cloudy,Weekday,Moderate,Standard,395
Botanical Garden,Paradise Circle,14.24,29,Afternoon,16,Thunderstorm,Weekday,Light,Economy,271
KPHB,Inorbit Mall,8.45,25,Night,1,Clear,Weekday,Moderate,Standard,214
Inorbit Mall,Gachibowli,5.32,18,Afternoon,16,Clear,Weekend,Moderate,Economy,121
Mehdipatnam,Abids,4.79,13,Morning,5,Clear,Weekend,Light,Economy,91
Jubilee Hills,Koti,11.6,33,Afternoon,13,Cloudy,Weekend,Moderate,Standard,273
Begumpet,Banjara Hills,5.94,15,Morning,8,Clear,Weekend,Light,Premium,192
Charminar,Begumpet,12.07,26,Afternoon,16,Cloudy,Weekday,Light,Economy,184
Ameerpet,Koti,9.14,42,Evening,19,Clear,Weekday,Heavy,Premium,411
LB Nagar,Hitech City,28.63,54,Night,1,Clear,Weekday,Light,Economy,450
Inorbit Mall,Paradise Circle,14.87,30,Afternoon,14,Clear,Weekday,Light,Premium,313
Botanical Garden,Kukatpally,5.28,26,Morning,5,Clear,Weekday,Heavy,Economy,131
Dilsukhnagar,Inorbit Mall,21.25,41,Morning,5,Clear,Weekday,Light,Standard,320
Paradise Circle,Begumpet,4.55,16,Afternoon,14,Clear,Weekend,Moderate,Economy,104
Paradise Circle,Ameerpet,6.73,32,Evening,18,Light Rain,Weekday,Heavy,Economy,240
Dilsukhnagar,Paradise Circle,11.31,24,Afternoon,12,Clear,Weekday,Light,Premium,247
Financial District,Koti,19.32,38,Afternoon,14,Clear,Weekday,Light,Premium,393
Koti,Charminar,3.07,10,Night,4,Thunderstorm,Weekday,Light,Standard,128
Film Nagar,Mehdipatnam,3.95,14,Morning,6,Clear,Weekday,Moderate,Premium,131
Jubilee Hills,Financial District,8.94,26,Afternoon,16,Clear,Weekend,Moderate,Economy,179
Lingampally,Financial District,11.72,52,Evening,18,Light Rain,Weekday,Heavy,Standard,440
LB Nagar,Koti,11.67,25,Afternoon,13,Clear,Weekday,Light,Economy,171
Tank Bund,Hitech City,13.89,29,Afternoon,12,Rainy,Holiday,Light,Economy,296
Lingampally,Uppal,35.59,90,Afternoon,12,Clear,Weekday,Moderate,Standard,626
Begumpet,Lakdikapul,5.9,15,Morning,11,Clear,Weekday,Light,Economy,96
Shamshabad Airport,Begumpet,29.81,77,Evening,19,Clear,Weekday,Moderate,Standard,703
Financial District,Jubilee Hills,8.94,20,Afternoon,13,Cloudy,Weekday,Light,Standard,170
Paradise Circle,Golconda Fort,15.43,42,Afternoon,16,Clear,Weekday,Moderate,Premium,386
Inorbit Mall,Jubilee Hills,3.19,10,Afternoon,15,Clear,Weekday,Light,Standard,76
LB Nagar,Gachibowli,31.47,131,Afternoon,15,Cloudy,Weekday,Heavy,Standard,708
Financial District,Koti,19.32,38,Morning,9,Clear,Weekend,Light,Standard,393
Secunderabad,Financial District,21.72,92,Evening,19,Rainy,Weekday,Heavy,Premium,1091
Hitech City,KPHB,6.96,17,Morning,6,Clear,Weekday,Light,Premium,172
Shamshabad Airport,KPHB,36.94,153,Evening,17,Cloudy,Weekday,Heavy,Economy,916
Gachibowli,Botanical Garden,6.19,20,Afternoon,13,Clear,Weekend,Moderate,Premium,203
Charminar,Madhapur,16.88,34,Afternoon,15,Rainy,Weekday,Light,Premium,415
Secunderabad,LB Nagar,15.58,67,Morning,8,Clear,Weekday,Heavy,Premium,547
Tank Bund,Mehdipatnam,6.19,30,Morning,7,Clear,Weekday,Heavy,Premium,272
Financial District,Paradise Circle,21.28,41,Afternoon,12,Clear,Weekday,Light,Economy,292
Golconda Fort,Charminar,10.63,23,Evening,20,Clear,Weekday,Light,Economy,154
KPHB,Hitech City,6.96,33,Morning,9,Clear,Weekday,Heavy,Standard,240
Charminar,Film Nagar,10.65,31,Afternoon,16,Clear,Weekday,Moderate,Standard,207
Lingampally,LB Nagar,38.96,99,Afternoon,13,Clear,Weekday,Moderate,Premium,884
Ameerpet,Kukatpally,8.6,20,Afternoon,16,Clear,Holiday,Light,Standard,200
Uppal,Botanical Garden,23.93,62,Morning,9,Clear,Weekday,Moderate,Standard,539
Mehdipatnam,Lakdikapul,2.28,10,Morning,6,Cloudy,Weekday,Moderate,Premium,108
Banjara Hills,Kukatpally,10.47,47,Morning,8,Cloudy,Weekday,Heavy,Premium,428
Dilsukhnagar,Lakdikapul,11.01,31,Night,1,Thunderstorm,Weekday,Moderate,Premium,478
Paradise Circle,Film Nagar,11.63,33,Evening,20,Clear,Weekday,Moderate,Standard,236
Dilsukhnagar,Uppal,7.09,22,Afternoon,15,Light Rain,Weekday,Moderate,Standard,183
Kukatpally,Dilsukhnagar,23.17,45,Night,23,Rainy,Weekday,Light,Standard,525
Lingampally,LB Nagar,38.96,161,Morning,9,Rainy,Weekday,Heavy,Premium,1624
Abids,Kukatpally,16.13,70,Morning,8,Clear,Weekday,Heavy,Economy,399
Miyapur,Inorbit Mall,9.91,45,Afternoon,13,Rainy,Weekday,Heavy,Economy,256
Gachibowli,Financial District,3.81,14,Morning,9,Cloudy,Weekday,Moderate,Standard,128
Kukatpally,Banjara Hills,10.47,47,Morning,7,Clear,Weekday,Heavy,Economy,266
Banjara Hills,Hitech City,8.83,40,Morning,7,Thunderstorm,Weekday,Heavy,Premium,504
Koti,Tank Bund,6.0,15,Afternoon,15,Clear,Weekday,Light,Premium,147
Shamshabad Airport,Gachibowli,30.94,79,Morning,11,Clear,Weekday,Moderate,Premium,696
Mehdipatnam,LB Nagar,17.26,46,Afternoon,13,Clear,Weekday,Moderate,Premium,403
Kukatpally,Mehdipatnam,13.72,60,Morning,8,Clear,Weekday,Heavy,Economy,344
Paradise Circle,Abids,7.54,23,Afternoon,16,Cloudy,Holiday,Moderate,Premium,276
Uppal,Charminar,13.22,28,Night,4,Clear,Weekend,Light,Economy,236
KPHB,Secunderabad,16.63,72,Morning,7,Cloudy,Weekday,Heavy,Premium,624
Miyapur,Lakdikapul,18.11,36,Morning,10,Cloudy,Weekday,Light,Premium,380
